maille;date_jour;jour_semaine;semaine;annee;donnees;conso_corrigee;borne_inf;borne_sup;borne_moyenne;conso_brute;borne_inf_brute;borne_sup_brute;borne_moyenne_brute
jour;2024-03-30;13_6;13;2024;ETR;48851,1304166667;51494,7620833333;53392,9583333333;52413,4004740338;47495,2916666667;47199,7084375000;58223,7480625000;52865,7192118056
jour;2024-03-30;13_6;13;2023;ETR;48288,9502083333;NA;NA;NA;44693,0833333333;NA;NA;NA
jour;2024-03-30;13_6;13;2022;ETR;51171,7310416667;NA;NA;NA;62980,3833333333;NA;NA;NA
jour;2024-03-30;13_6;13;2021;ETR;50188,2338541667;NA;NA;NA;46567,7592500000;NA;NA;NA
jour;2024-03-30;13_6;13;2020;ETR;46568,8760416667;NA;NA;NA;47426,8277708333;NA;NA;NA
jour;2024-03-29;13_5;13;2024;ETR;53593,0225000000;57040,7941666667;59060,3729166667;57970,6529981884;51552,0625000000;50497,1154791667;63171,9708958333;59090,2306006944
jour;2024-03-29;13_5;13;2023;ETR;53091,5052083333;NA;NA;NA;47279,2291666667;NA;NA;NA
jour;2024-03-29;13_5;13;2022;ETR;56332,8710416667;NA;NA;NA;65285,9645833333;NA;NA;NA
jour;2024-03-29;13_5;13;2021;ETR;55376,8597916667;NA;NA;NA;47613,7217916667;NA;NA;NA
jour;2024-03-29;13_5;13;2020;ETR;48895,3365217391;NA;NA;NA;52067,1323541667;NA;NA;NA
jour;2024-03-28;13_4;13;2024;ETR;54501,9435416667;57159,3375000000;60299,5746376812;58663,7195229469;54156,3125000000;51809,8065833333;66532,3546458333;60502,8930381944
jour;2024-03-28;13_4;13;2023;ETR;53202,2406250000;NA;NA;NA;46227,5000000000;NA;NA;NA
jour;2024-03-28;13_4;13;2022;ETR;55578,2897916667;NA;NA;NA;58043,5583333333;NA;NA;NA
jour;2024-03-28;13_4;13;2021;ETR;57311,3733333333;NA;NA;NA;48098,2481041667;NA;NA;NA
jour;2024-03-28;13_4;13;2020;ETR;49424,0927083333;NA;NA;NA;53071,2531250000;NA;NA;NA
jour;2024-03-27;13_3;13;2024;ETR;54389,4293750000;57395,3187500000;60377,8477083333;59086,9727189010;54888,1875000000;53214,0905416667;65645,5526875000;60618,2578784722
jour;2024-03-27;13_3;13;2023;ETR;53675,3500000000;NA;NA;NA;49477,5208333333;NA;NA;NA
jour;2024-03-27;13_3;13;2022;ETR;56825,0577083333;NA;NA;NA;54083,8916666667;NA;NA;NA
jour;2024-03-27;13_3;13;2021;ETR;58235,8850996377;NA;NA;NA;48222,5272708333;NA;NA;NA
jour;2024-03-27;13_3;13;2020;ETR;50103,1150000000;NA;NA;NA;52247,2761250000;NA;NA;NA
jour;2024-03-26;13_2;13;2024;ETR;54561,5135416667;57764,9645833333;60378,6856250000;59221,0656250000;53727,3333333333;54089,7674791667;64144,0285833333;60746,4432881944
jour;2024-03-26;13_2;13;2023;ETR;53547,3397916667;NA;NA;NA;54027,9166666667;NA;NA;NA
jour;2024-03-26;13_2;13;2022;ETR;57374,5461050725;NA;NA;NA;51963,0375000000;NA;NA;NA
jour;2024-03-26;13_2;13;2021;ETR;58319,7001041667;NA;NA;NA;49629,5210208333;NA;NA;NA
jour;2024-03-26;13_2;13;2020;ETR;50962,4266666667;NA;NA;NA;51273,8036458333;NA;NA;NA
jour;2024-03-25;13_1;13;2024;ETR;53053,1327083333;56748,1354166667;59588,9125000000;58284,0741775362;52054,9791666667;54594,4343750000;62167,9539583333;59645,0481916667
jour;2024-03-25;13_1;13;2023;ETR;53218,0115942029;NA;NA;NA;51916,8750000000;NA;NA;NA
jour;2024-03-25;13_1;13;2022;ETR;57070,2066666667;NA;NA;NA;50717,3489361702;NA;NA;NA
jour;2024-03-25;13_1;13;2021;ETR;57403,6778125000;NA;NA;NA;51659,9343333333;NA;NA;NA
jour;2024-03-25;13_1;13;2020;ETR;50984,9927083333;NA;NA;NA;50116,5550833333;NA;NA;NA
jour;2024-03-24;12_7;12;2024;ETR;47092,1458333333;50480,2895833333;52097,8395833333;51524,3658816425;45027,7708333333;49069,5305208333;55643,8389166667;52352,3969781099
jour;2024-03-24;12_7;12;2023;ETR;47565,7823913043;NA;NA;NA;43998,7608695652;NA;NA;NA
jour;2024-03-24;12_7;12;2022;ETR;51176,6954347826;NA;NA;NA;45309,8666666667;NA;NA;NA
jour;2024-03-24;12_7;12;2021;ETR;50690,3927173913;NA;NA;NA;48465,0544130435;NA;NA;NA
jour;2024-03-24;12_7;12;2020;ETR;47914,9410416667;NA;NA;NA;46620,4752708333;NA;NA;NA
jour;2024-03-23;12_6;12;2024;ETR;49062,4089583333;53844,1229166667;55293,7829166667;54603,0769791667;44109,2291666667;51734,6022916667;60241,5105208333;54955,4318784722
jour;2024-03-23;12_6;12;2023;ETR;49871,3241666667;NA;NA;NA;44452,7916666667;NA;NA;NA
jour;2024-03-23;12_6;12;2022;ETR;52567,6668750000;NA;NA;NA;47899,2208333333;NA;NA;NA
jour;2024-03-23;12_6;12;2021;ETR;51928,0223958333;NA;NA;NA;51331,8471041667;NA;NA;NA
jour;2024-03-23;12_6;12;2020;ETR;49396,6100000000;NA;NA;NA;46127,8677500000;NA;NA;NA
jour;2024-03-22;12_5;12;2024;ETR;54576,2929166667;59348,4000000000;60935,4458333333;60263,2672916667;46311,0625000000;55485,2339375000;69116,5741875000;61291,5684444444
jour;2024-03-22;12_5;12;2023;ETR;54281,0745833333;NA;NA;NA;47265,3541666667;NA;NA;NA
jour;2024-03-22;12_5;12;2022;ETR;57899,1031250000;NA;NA;NA;53490,4645833333;NA;NA;NA
jour;2024-03-22;12_5;12;2021;ETR;56995,9280208333;NA;NA;NA;56072,3621250000;NA;NA;NA
jour;2024-03-22;12_5;12;2020;ETR;53265,1087500000;NA;NA;NA;46579,2549375000;NA;NA;NA
jour;2024-03-21;12_4;12;2024;ETR;55519,7960416667;60438,6208333333;61877,8375000000;60970,4219444444;47207,0000000000;56189,9709791667;72107,7852916667;62463,0364965278
jour;2024-03-21;12_4;12;2023;ETR;54277,2631250000;NA;NA;NA;47082,0000000000;NA;NA;NA
jour;2024-03-21;12_4;12;2022;ETR;59467,9297916667;NA;NA;NA;55430,3729166667;NA;NA;NA
jour;2024-03-21;12_4;12;2021;ETR;57952,4820833333;NA;NA;NA;56472,6499583333;NA;NA;NA
jour;2024-03-21;12_4;12;2020;ETR;54461,3145833333;NA;NA;NA;47787,1766458333;NA;NA;NA
jour;2024-03-20;12_3;12;2024;ETR;55728,5345833333;60791,2389583333;62958,3900000000;61451,3107986111;48066,0000000000;57130,3826666667;73329,0198333333;62863,5984861111
jour;2024-03-20;12_3;12;2023;ETR;54689,5427083333;NA;NA;NA;49229,1250000000;NA;NA;NA
jour;2024-03-20;12_3;12;2022;ETR;59932,7631250000;NA;NA;NA;56296,8020833333;NA;NA;NA
jour;2024-03-20;12_3;12;2021;ETR;58823,5560416667;NA;NA;NA;58133,6214166667;NA;NA;NA
jour;2024-03-20;12_3;12;2020;ETR;56078,9014583333;NA;NA;NA;50195,0916250000;NA;NA;NA
jour;2024-03-19;12_2;12;2024;ETR;56254,9658333333;60821,2916666667;63263,7420833333;61671,1956597222;48577,8541666667;58149,6474791667;74375,3206875000;63171,3394479167
jour;2024-03-19;12_2;12;2023;ETR;54722,3993750000;NA;NA;NA;50282,1666666667;NA;NA;NA
jour;2024-03-19;12_2;12;2022;ETR;60028,0666666667;NA;NA;NA;56078,4229166667;NA;NA;NA
jour;2024-03-19;12_2;12;2021;ETR;59466,3333333333;NA;NA;NA;60892,2598958333;NA;NA;NA
jour;2024-03-19;12_2;12;2020;ETR;58343,0637500000;NA;NA;NA;54088,6567500000;NA;NA;NA
jour;2024-03-18;12_1;12;2024;ETR;55641,9600000000;59450,5770833333;61614,2047916667;60714,7580902778;47847,1875000000;56188,5245416667;72451,9924583333;62350,3631423611
jour;2024-03-18;12_1;12;2023;ETR;54760,0037500000;NA;NA;NA;51153,5833333333;NA;NA;NA
jour;2024-03-18;12_1;12;2022;ETR;59527,7383333333;NA;NA;NA;55717,9729166667;NA;NA;NA
jour;2024-03-18;12_1;12;2021;ETR;59401,1648958333;NA;NA;NA;62419,9413750000;NA;NA;NA
jour;2024-03-18;12_1;12;2020;ETR;59393,6166666667;NA;NA;NA;56364,8927083333;NA;NA;NA
jour;2024-03-17;11_7;11;2024;ETR;50377,7968750000;52501,8520833333;54248,0650000000;53486,1091666667;43632,3125000000;48529,3322083333;61796,9276666667;54399,6898993056
jour;2024-03-17;11_7;11;2023;ETR;49061,7870833333;NA;NA;NA;44234,4375000000;NA;NA;NA
jour;2024-03-17;11_7;11;2022;ETR;53755,3329166667;NA;NA;NA;51594,3562500000;NA;NA;NA
jour;2024-03-17;11_7;11;2021;ETR;53006,3788541667;NA;NA;NA;57332,9392291667;NA;NA;NA
jour;2024-03-17;11_7;11;2020;ETR;53772,4639583333;NA;NA;NA;50965,6194583333;NA;NA;NA
jour;2024-03-16;11_6;11;2024;ETR;51844,4716666667;54859,3541666667;57680,2239583333;56132,6698611111;44921,9375000000;52372,9088958333;59794,9538333333;56097,5445243056
jour;2024-03-16;11_6;11;2023;ETR;50959,9485416667;NA;NA;NA;44869,7291666667;NA;NA;NA
jour;2024-03-16;11_6;11;2022;ETR;55667,7462500000;NA;NA;NA;53967,7416666667;NA;NA;NA
jour;2024-03-16;11_6;11;2021;ETR;55746,5234375000;NA;NA;NA;59444,3966041667;NA;NA;NA
jour;2024-03-16;11_6;11;2020;ETR;56431,6137500000;NA;NA;NA;55194,5755416667;NA;NA;NA
jour;2024-03-15;11_5;11;2024;ETR;55725,3470833333;61306,2460416667;63754,3625000000;62141,8173958333;48737,2500000000;55831,1575833333;64982,8482083333;60513,0066284722
jour;2024-03-15;11_5;11;2023;ETR;56307,7243750000;NA;NA;NA;50168,4375000000;NA;NA;NA
jour;2024-03-15;11_5;11;2022;ETR;60566,7310416667;NA;NA;NA;60179,1250000000;NA;NA;NA
jour;2024-03-15;11_5;11;2021;ETR;60804,9909375000;NA;NA;NA;64103,3177291667;NA;NA;NA
jour;2024-03-15;11_5;11;2020;ETR;62314,9802083333;NA;NA;NA;59625,8660000000;NA;NA;NA
jour;2024-03-14;11_4;11;2024;ETR;57167,7222916667;62782,3604166667;64315,7883333333;63361,8409027778;51464,3333333333;56608,4665833333;66887,6348541667;61689,2763437500
jour;2024-03-14;11_4;11;2023;ETR;56448,7004166667;NA;NA;NA;52290,5416666667;NA;NA;NA
jour;2024-03-14;11_4;11;2022;ETR;61487,9697916667;NA;NA;NA;59584,3541666667;NA;NA;NA
jour;2024-03-14;11_4;11;2021;ETR;61924,2630208333;NA;NA;NA;64566,6488541667;NA;NA;NA
jour;2024-03-14;11_4;11;2020;ETR;63684,4983333333;NA;NA;NA;58577,3988541667;NA;NA;NA
jour;2024-03-13;11_3;11;2024;ETR;57910,3616666667;62591,1270833333;63520,6666666667;63186,6621527778;53495,3125000000;57871,0980833333;67384,0359583333;61926,9470972222
jour;2024-03-13;11_3;11;2023;ETR;56775,0091666667;NA;NA;NA;54537,1041666667;NA;NA;NA
jour;2024-03-13;11_3;11;2022;ETR;62008,8495833333;NA;NA;NA;58518,7812500000;NA;NA;NA
jour;2024-03-13;11_3;11;2021;ETR;62490,7822916667;NA;NA;NA;62458,6513125000;NA;NA;NA
jour;2024-03-13;11_3;11;2020;ETR;64605,8625000000;NA;NA;NA;58828,0280208333;NA;NA;NA
jour;2024-03-12;11_2;11;2024;ETR;58311,9268750000;62379,1979166667;64130,0414583333;63409,7209722222;56510,2291666667;58656,1889375000;65042,5932500000;61890,4965416667
jour;2024-03-12;11_2;11;2023;ETR;57968,0095833333;NA;NA;NA;52746,3958333333;NA;NA;NA
jour;2024-03-12;11_2;11;2022;ETR;62382,1620833333;NA;NA;NA;59573,0083333333;NA;NA;NA
jour;2024-03-12;11_2;11;2021;ETR;63080,3497916667;NA;NA;NA;62014,7995416667;NA;NA;NA
jour;2024-03-12;11_2;11;2020;ETR;65293,2681250000;NA;NA;NA;63459,9967500000;NA;NA;NA
jour;2024-03-11;11_1;11;2024;ETR;57329,0870833333;61315,6041666667;63340,4554166667;62508,5153819444;56671,5416666667;57055,1310208333;65151,1942500000;60494,3381875000
jour;2024-03-11;11_1;11;2023;ETR;56903,0545833333;NA;NA;NA;48975,9583333333;NA;NA;NA
jour;2024-03-11;11_1;11;2022;ETR;61068,7406250000;NA;NA;NA;60548,4520833333;NA;NA;NA
jour;2024-03-11;11_1;11;2021;ETR;62414,4088541667;NA;NA;NA;61284,1234583333;NA;NA;NA
jour;2024-03-11;11_1;11;2020;ETR;63688,0610416667;NA;NA;NA;63451,8127083333;NA;NA;NA
jour;2024-03-10;10_7;10;2024;ETR;51853,3177083333;54676,6229166667;56940,8977083333;55687,0328472222;51080,8125000000;49803,5064166667;58306,5241458333;52554,9959375000
jour;2024-03-10;10_7;10;2023;ETR;50361,3662500000;NA;NA;NA;45610,5625000000;NA;NA;NA
jour;2024-03-10;10_7;10;2022;ETR;54971,4366666667;NA;NA;NA;55039,1895833333;NA;NA;NA
jour;2024-03-10;10_7;10;2021;ETR;55657,9776041667;NA;NA;NA;54765,7481666667;NA;NA;NA
jour;2024-03-10;10_7;10;2020;ETR;57424,3522916667;NA;NA;NA;56843,2346875000;NA;NA;NA
jour;2024-03-09;10_6;10;2024;ETR;53521,5243750000;57709,4375000000;59321,3227083333;58348,6026041667;52221,8541666667;52355,3832916667;60776,6214583333;56365,6546875000
jour;2024-03-09;10_6;10;2023;ETR;53373,0075000000;NA;NA;NA;52154,0625000000;NA;NA;NA
jour;2024-03-09;10_6;10;2022;ETR;56712,5208333333;NA;NA;NA;56148,0604166667;NA;NA;NA
jour;2024-03-09;10_6;10;2021;ETR;57801,0808333333;NA;NA;NA;55804,8548541667;NA;NA;NA
jour;2024-03-09;10_6;10;2020;ETR;60312,1854166667;NA;NA;NA;60791,5012500000;NA;NA;NA
jour;2024-03-08;10_5;10;2024;ETR;58189,4029166667;63661,2820833333;64852,0881250000;64071,1394444444;57217,4583333333;58783,2944166667;67670,3853541667;63699,1000347222
jour;2024-03-08;10_5;10;2023;ETR;59104,0497916667;NA;NA;NA;56294,5625000000;NA;NA;NA
jour;2024-03-08;10_5;10;2022;ETR;61597,6197916667;NA;NA;NA;60908,3687500000;NA;NA;NA
jour;2024-03-08;10_5;10;2021;ETR;62134,7573958333;NA;NA;NA;59980,5849791667;NA;NA;NA
jour;2024-03-08;10_5;10;2020;ETR;66132,7372916667;NA;NA;NA;66633,3618750000;NA;NA;NA
jour;2024-03-07;10_4;10;2024;ETR;59088,0612500000;64363,3531250000;66075,5877083333;65087,3952083333;58165,2916666667;61264,9703541667;69885,2491250000;65683,4520520833
jour;2024-03-07;10_4;10;2023;ETR;57516,8785416667;NA;NA;NA;53767,3125000000;NA;NA;NA
jour;2024-03-07;10_4;10;2022;ETR;62196,0460416667;NA;NA;NA;61343,6687500000;NA;NA;NA
jour;2024-03-07;10_4;10;2021;ETR;62764,0966666667;NA;NA;NA;60217,6260625000;NA;NA;NA
jour;2024-03-07;10_4;10;2020;ETR;66037,2158333333;NA;NA;NA;65979,2364791667;NA;NA;NA
jour;2024-03-06;10_3;10;2024;ETR;59771,0914583333;63687,8772916667;66969,1052083333;64926,8802430556;59750,0000000000;62017,9524791667;71084,2504583333;66783,3884756944
jour;2024-03-06;10_3;10;2023;ETR;56769,1112500000;NA;NA;NA;57870,0416666667;NA;NA;NA
jour;2024-03-06;10_3;10;2022;ETR;63124,1725000000;NA;NA;NA;63896,2625000000;NA;NA;NA
jour;2024-03-06;10_3;10;2021;ETR;62481,5523958333;NA;NA;NA;64005,6692083333;NA;NA;NA
jour;2024-03-06;10_3;10;2020;ETR;65869,9766666667;NA;NA;NA;68239,4774166667;NA;NA;NA
jour;2024-03-05;10_2;10;2024;ETR;59423,1358333333;63390,4677083333;67054,9302083333;65171,0103125000;59197,9583333333;62261,0091458333;72196,6288125000;67089,5263958333
jour;2024-03-05;10_2;10;2023;ETR;56362,5181250000;NA;NA;NA;61285,9791666667;NA;NA;NA
jour;2024-03-05;10_2;10;2022;ETR;63459,8816666667;NA;NA;NA;67832,9104166667;NA;NA;NA
jour;2024-03-05;10_2;10;2021;ETR;62942,6184375000;NA;NA;NA;63859,0059791667;NA;NA;NA
jour;2024-03-05;10_2;10;2020;ETR;66338,6775000000;NA;NA;NA;68435,8077291667;NA;NA;NA
jour;2024-03-04;10_1;10;2024;ETR;59386,2472916667;62804,5512500000;65968,8720833333;64403,9998958333;59825,0833333333;60617,3272708333;70661,1585833333;65754,1185347222
jour;2024-03-04;10_1;10;2023;ETR;57894,8318750000;NA;NA;NA;63212,3333333333;NA;NA;NA
jour;2024-03-04;10_1;10;2022;ETR;62146,6897916667;NA;NA;NA;67872,0770833333;NA;NA;NA
jour;2024-03-04;10_1;10;2021;ETR;62180,9384375000;NA;NA;NA;62825,4184791667;NA;NA;NA
jour;2024-03-04;10_1;10;2020;ETR;65836,1004166667;NA;NA;NA;65535,2620000000;NA;NA;NA
jour;2024-03-03;9_7;9;2024;ETR;53601,6243750000;56157,6208333333;58233,9802083333;57068,1712847222;53502,3125000000;52353,2666666667;62073,7403958333;58591,2615000000
jour;2024-03-03;9_7;9;2023;ETR;52635,0743750000;NA;NA;NA;57213,5208333333;NA;NA;NA
jour;2024-03-03;9_7;9;2022;ETR;55775,3889583333;NA;NA;NA;58686,5687500000;NA;NA;NA
jour;2024-03-03;9_7;9;2021;ETR;55977,1642708333;NA;NA;NA;56553,0222291667;NA;NA;NA
jour;2024-03-03;9_7;9;2020;ETR;59156,2050000000;NA;NA;NA;57253,6570625000;NA;NA;NA
jour;2024-03-02;9_6;9;2024;ETR;55099,4550000000;59173,8208333333;60363,0593750000;59736,9841319444;53732,8541666667;54984,1497500000;67017,8762083333;61701,0871770833
jour;2024-03-02;9_6;9;2023;ETR;54672,5991666667;NA;NA;NA;59493,3958333333;NA;NA;NA
jour;2024-03-02;9_6;9;2022;ETR;58532,1379166667;NA;NA;NA;58693,9270833333;NA;NA;NA
jour;2024-03-02;9_6;9;2021;ETR;58568,4468750000;NA;NA;NA;57985,8922916667;NA;NA;NA
jour;2024-03-02;9_6;9;2020;ETR;61599,3014583333;NA;NA;NA;58681,9280833333;NA;NA;NA
jour;2024-03-01;9_5;9;2024;CPRC;60938,0000000000;66481,0296041667;67440,6202500000;66890,8495138889;58487,3000000000;59938,0052708333;77262,1512916667;67650,5370138889
jour;2024-03-01;9_5;9;2023;CPRC;61667,9854166667;NA;NA;NA;66706,6833333333;NA;NA;NA
jour;2024-03-01;9_5;9;2022;CPRC;64536,7062500000;NA;NA;NA;61872,6833333333;NA;NA;NA
jour;2024-03-01;9_5;9;2021;CPRC;63292,5563333333;NA;NA;NA;60856,5125833333;NA;NA;NA
jour;2024-03-01;9_5;9;2020;CPRC;67564,4896458333;NA;NA;NA;67143,6646458333;NA;NA;NA
jour;2024-02-29;9_4;9;2024;CPRC;62127,9583333333;67040,6266875000;68445,2508125000;68045,6394930556;59967,2229166667;59219,1412708333;84925,2773958333;69365,4631041667
jour;2024-02-29;9_4;9;2023;CPRC;62621,8520833333;NA;NA;NA;68917,8895833333;NA;NA;NA
jour;2024-02-29;9_4;9;2022;CPRC;65127,1625000000;NA;NA;NA;62358,6958333333;NA;NA;NA
jour;2024-02-29;9_4;9;2021;CPRC;63766,4471875000;NA;NA;NA;58609,4680208333;NA;NA;NA
jour;2024-02-29;9_4;9;2020;CPRC;68911,0508125000;NA;NA;NA;68596,6008125000;NA;NA;NA
jour;2024-02-28;9_3;9;2024;CPRC;63291,6875000000;67790,8891250000;69550,9197083333;68588,1364930556;62392,5520833333;59056,0037083333;90191,9522083333;70593,0212152778
jour;2024-02-28;9_3;9;2023;CPRC;63251,9229166667;NA;NA;NA;70390,1708333333;NA;NA;NA
jour;2024-02-28;9_3;9;2022;CPRC;65759,7145833333;NA;NA;NA;63786,4270833333;NA;NA;NA
jour;2024-02-28;9_3;9;2021;CPRC;64565,0644583333;NA;NA;NA;58572,1832083333;NA;NA;NA
jour;2024-02-28;9_3;9;2020;CPRC;68547,3918541667;NA;NA;NA;66668,7918541667;NA;NA;NA
jour;2024-02-27;9_2;9;2024;CPRC;63677,2708333333;67853,7069375000;69716,5625208333;68703,4545173611;62694,7645833333;60399,8965208333;87663,6291875000;70653,4340312500
jour;2024-02-27;9_2;9;2023;CPRC;64164,6666666667;NA;NA;NA;71564,4687500000;NA;NA;NA
jour;2024-02-27;9_2;9;2022;CPRC;66090,4333333333;NA;NA;NA;64609,4833333333;NA;NA;NA
jour;2024-02-27;9_2;9;2021;CPRC;64642,4387500000;NA;NA;NA;59285,7491666667;NA;NA;NA
jour;2024-02-27;9_2;9;2020;CPRC;67191,2995833333;NA;NA;NA;61533,0308333333;NA;NA;NA
jour;2024-02-26;9_1;9;2024;CPRC;62736,6458333333;66797,2306041667;69111,0841875000;67497,8918993056;60833,1958333333;60712,2964583333;82487,1133541667;68446,1394687500
jour;2024-02-26;9_1;9;2023;CPRC;64120,1145833333;NA;NA;NA;69603,2645833333;NA;NA;NA
jour;2024-02-26;9_1;9;2022;CPRC;65723,9583333333;NA;NA;NA;64698,3062500000;NA;NA;NA
jour;2024-02-26;9_1;9;2021;CPRC;63688,3739166667;NA;NA;NA;59017,2135000000;NA;NA;NA
jour;2024-02-26;9_1;9;2020;CPRC;66832,0423125000;NA;NA;NA;59064,8256458333;NA;NA;NA
jour;2024-02-25;8_7;8;2024;CPRC;56530,8958333333;59080,8854166667;61047,5900416667;59608,8753645833;55948,5458333333;53957,7044791667;70563,9087916667;60693,6000173611
jour;2024-02-25;8_7;8;2023;CPRC;56891,6166666667;NA;NA;NA;59532,2770833333;NA;NA;NA
jour;2024-02-25;8_7;8;2022;CPRC;59831,7750000000;NA;NA;NA;59586,1708333333;NA;NA;NA
jour;2024-02-25;8_7;8;2021;CPRC;57902,3408333333;NA;NA;NA;53907,4200000000;NA;NA;NA
jour;2024-02-25;8_7;8;2020;CPRC;60134,2248541667;NA;NA;NA;53833,0081875000;NA;NA;NA
jour;2024-02-24;8_6;8;2024;CPRC;58518,2291666667;61269,6645625000;63530,2713958333;62192,2451215278;57787,1833333333;55393,8742916667;72686,2984791667;63332,6392187500
jour;2024-02-24;8_6;8;2023;CPRC;57722,4354166667;NA;NA;NA;56942,9875000000;NA;NA;NA
jour;2024-02-24;8_6;8;2022;CPRC;62217,2708333333;NA;NA;NA;61068,3145833333;NA;NA;NA
jour;2024-02-24;8_6;8;2021;CPRC;60268,5181666667;NA;NA;NA;55017,2390000000;NA;NA;NA
jour;2024-02-24;8_6;8;2020;CPRC;62437,2932916667;NA;NA;NA;58592,9495416667;NA;NA;NA
jour;2024-02-23;8_5;8;2024;CPRC;64278,4583333333;66491,6530833333;69544,5269583333;68131,0353333333;61078,9354166667;62440,7428333333;78436,1957083333;68431,1811666667
jour;2024-02-23;8_5;8;2023;CPRC;62426,3875000000;NA;NA;NA;59121,4729166667;NA;NA;NA
jour;2024-02-23;8_5;8;2022;CPRC;67477,9562500000;NA;NA;NA;64997,6000000000;NA;NA;NA
jour;2024-02-23;8_5;8;2021;CPRC;64714,6137708333;NA;NA;NA;56960,2200208333;NA;NA;NA
jour;2024-02-23;8_5;8;2020;CPRC;67756,3963125000;NA;NA;NA;64361,3088125000;NA;NA;NA
jour;2024-02-22;8_4;8;2024;CPRC;64843,9583333333;67555,9188541667;70350,1515000000;69013,4814479167;58149,9437500000;63324,8822708333;77267,4244166667;68712,8199895833
jour;2024-02-22;8_4;8;2023;CPRC;63257,3625000000;NA;NA;NA;60037,8875000000;NA;NA;NA
jour;2024-02-22;8_4;8;2022;CPRC;68170,7083333333;NA;NA;NA;63520,3916666667;NA;NA;NA
jour;2024-02-22;8_4;8;2021;CPRC;66106,9355208333;NA;NA;NA;55636,0584375000;NA;NA;NA
jour;2024-02-22;8_4;8;2020;CPRC;68562,2609791667;NA;NA;NA;64021,7713958333;NA;NA;NA
jour;2024-02-21;8_3;8;2024;CPRC;63793,2291666667;68100,4251041667;69730,8201458333;68978,8926319444;58568,4895833333;62595,6148958333;73473,3451041667;68211,6533958333
jour;2024-02-21;8_3;8;2023;CPRC;63220,8166666667;NA;NA;NA;58712,4854166667;NA;NA;NA
jour;2024-02-21;8_3;8;2022;CPRC;68095,8000000000;NA;NA;NA;62559,7833333333;NA;NA;NA
jour;2024-02-21;8_3;8;2021;CPRC;67053,2245000000;NA;NA;NA;55127,1786666667;NA;NA;NA
jour;2024-02-21;8_3;8;2020;CPRC;68941,7125000000;NA;NA;NA;64842,0770833333;NA;NA;NA
jour;2024-02-20;8_2;8;2024;CPRC;63332,5416666667;68146,8669791667;69403,1377916667;68741,5208576389;57155,3541666667;63011,9133958333;72189,4543750000;67321,0864826389
jour;2024-02-20;8_2;8;2023;CPRC;63255,4604166667;NA;NA;NA;58594,4562500000;NA;NA;NA
jour;2024-02-20;8_2;8;2022;CPRC;69452,9083333333;NA;NA;NA;64146,8750000000;NA;NA;NA
jour;2024-02-20;8_2;8;2021;CPRC;67352,0005208333;NA;NA;NA;56433,0651041667;NA;NA;NA
jour;2024-02-20;8_2;8;2020;CPRC;69301,6958333333;NA;NA;NA;64210,7208333333;NA;NA;NA
jour;2024-02-19;8_1;8;2024;CPRC;62973,4375000000;67434,3018125000;68154,6224375000;67824,1671805556;55451,2791666667;63330,4039166667;70907,4309791667;66403,7008611111
jour;2024-02-19;8_1;8;2023;CPRC;62710,8666666667;NA;NA;NA;57509,3750000000;NA;NA;NA
jour;2024-02-19;8_1;8;2022;CPRC;69347,4229166667;NA;NA;NA;63749,2291666667;NA;NA;NA
jour;2024-02-19;8_1;8;2021;CPRC;67129,3066041667;NA;NA;NA;57964,4753541667;NA;NA;NA
jour;2024-02-19;8_1;8;2020;CPRC;68681,4044375000;NA;NA;NA;60780,1169375000;NA;NA;NA
jour;2024-02-18;7_7;7;2024;CPRC;57215,6458333333;59199,7903333333;61430,4034375000;60657,2784548611;50201,3812500000;56407,8055833333;62777,1504166667;58940,2152604167
jour;2024-02-18;7_7;7;2023;CPRC;56496,0187500000;NA;NA;NA;49912,6937500000;NA;NA;NA
jour;2024-02-18;7_7;7;2022;CPRC;62050,6854166667;NA;NA;NA;56582,9812500000;NA;NA;NA
jour;2024-02-18;7_7;7;2021;CPRC;60786,3870208333;NA;NA;NA;51355,4557708333;NA;NA;NA
jour;2024-02-18;7_7;7;2020;CPRC;62020,5137708333;NA;NA;NA;52837,0512708333;NA;NA;NA
jour;2024-02-17;7_6;7;2024;CPRC;59312,5625000000;62724,5193333333;64813,6500416667;63612,5073263889;50509,3687500000;59358,1304791667;64390,1735000000;62033,4219097222
jour;2024-02-17;7_6;7;2023;CPRC;59069,8208333333;NA;NA;NA;52176,8104166667;NA;NA;NA
jour;2024-02-17;7_6;7;2022;CPRC;63755,9145833333;NA;NA;NA;58824,9875000000;NA;NA;NA
jour;2024-02-17;7_6;7;2021;CPRC;62221,2262708333;NA;NA;NA;54242,2179375000;NA;NA;NA
jour;2024-02-17;7_6;7;2020;CPRC;63747,4635000000;NA;NA;NA;57490,2135000000;NA;NA;NA
jour;2024-02-16;7_5;7;2024;CPRC;63818,0000000000;68707,4992083333;71472,0091250000;69475,7986076389;54008,6916666667;63890,0387916667;72650,6164583333;69084,2013854167
jour;2024-02-16;7_5;7;2023;CPRC;63533,9229166667;NA;NA;NA;57931,2395833333;NA;NA;NA
jour;2024-02-16;7_5;7;2022;CPRC;68725,6541666667;NA;NA;NA;60378,8083333333;NA;NA;NA
jour;2024-02-16;7_5;7;2021;CPRC;67387,0578333333;NA;NA;NA;62339,6932500000;NA;NA;NA
